date,day_number,active_users,avg_data_per_user,peak_hour_traffic,video_streaming,voice_calls,iot_devices,network_load,packet_loss,latency_ms
2023-11-15,318,1741,0.69,1266.12,558.95,100.82,423,59.56,2.25,81.7
2023-11-16,319,1012,2.61,2385.97,1210.92,57.69,158,59.07,2.21,95.0
2023-11-17,320,1578,4.77,6742.88,3482.16,55.97,166,83.85,0.74,21.36
2023-11-18,321,1787,4.12,6349.15,3672.58,129.82,294,34.81,2.59,48.16
2023-11-19,322,1298,3.01,3394.93,1917.36,78.27,326,33.41,0.14,74.8
2023-11-20,323,1039,0.5,557.0,240.45,147.95,479,62.37,0.34,14.52
2023-11-21,324,1172,1.77,1688.21,694.54,163.31,371,71.4,4.37,75.96
2023-11-22,325,865,3.37,2721.51,1221.5,136.28,131,70.97,3.3,57.16
2023-11-23,326,1783,4.36,7604.58,4423.31,121.1,416,39.49,0.46,30.11
2023-11-24,327,1575,0.98,1564.29,1039.72,146.82,488,50.74,4.36,73.94
2023-11-25,328,1282,4.27,5121.9,2485.98,156.86,303,46.77,3.51,78.9
2023-11-26,329,820,3.24,3099.57,1527.69,127.96,434,63.82,1.61,74.59
2023-11-27,330,1295,0.9,983.86,493.95,161.11,355,67.46,2.76,44.14
2023-11-28,331,1837,1.65,3526.94,2065.35,198.41,239,54.02,0.26,83.19
2023-11-29,332,1661,1.89,3120.14,1797.77,61.81,446,88.94,2.4,42.02
2023-11-30,333,1866,2.33,4968.18,3304.91,123.18,455,91.33,3.03,34.93
2023-12-01,334,970,3.16,2998.35,1324.71,183.71,332,53.94,1.12,46.7
2023-12-02,335,915,2.38,2601.89,1577.85,77.56,323,43.35,4.21,65.24
2023-12-03,336,1833,3.49,6484.68,3210.35,164.58,190,69.4,2.58,90.56
2023-12-04,337,822,2.02,1367.71,874.82,111.32,356,57.06,4.7,88.13
2023-12-05,338,1338,1.13,1687.18,1164.27,69.03,281,30.04,3.18,88.56
2023-12-06,339,915,0.76,638.24,279.27,122.26,305,79.79,1.96,25.29
2023-12-07,340,1996,1.34,2626.24,1081.32,75.51,450,58.45,1.65,36.65
2023-12-08,341,1829,3.62,7495.16,3675.86,147.7,374,31.22,0.92,82.88
2023-12-09,342,1226,2.96,3321.4,2144.56,96.13,404,57.24,4.05,23.28
2023-12-10,343,1129,4.69,5978.09,3500.85,160.11,159,70.99,4.95,16.14
2023-12-11,344,1866,1.3,2325.85,1474.15,73.91,367,78.37,2.72,68.25
2023-12-12,345,1610,4.25,6247.77,3324.09,85.33,120,44.73,3.39,49.15
2023-12-13,346,1202,4.74,4670.61,2544.98,118.57,348,70.92,3.95,76.24
2023-12-14,347,1825,3.88,7320.68,4691.85,94.82,210,72.38,1.35,22.83
2023-12-15,348,804,3.34,2904.39,1918.81,194.47,155,39.34,4.85,88.48
2023-12-16,349,1255,1.9,2040.88,1086.24,122.85,172,68.67,4.21,87.49
2023-12-17,350,982,1.65,1363.06,566.44,156.47,301,59.46,2.66,77.82
2023-12-18,351,1970,2.98,4699.61,2996.48,75.23,212,67.83,4.06,73.52
2023-12-19,352,1475,3.77,5205.43,2168.04,180.29,299,30.86,3.68,24.26
2023-12-20,353,1666,3.54,5366.48,3368.03,109.13,303,78.69,1.81,75.77
2023-12-21,354,848,1.01,805.71,415.4,167.75,151,58.29,1.15,90.05
2023-12-22,355,1164,2.93,3371.89,1499.09,184.94,227,79.25,1.86,38.41
2023-12-23,356,945,2.34,2350.02,1011.25,99.88,430,91.64,2.61,92.4
2023-12-24,357,1910,1.14,2216.63,1508.22,111.54,189,56.93,2.27,40.92
2023-12-25,358,1672,1.87,2965.91,1320.06,137.14,353,89.72,2.62,31.88
2023-12-26,359,1893,4.49,9243.3,4790.43,140.21,217,44.64,4.38,42.73
2023-12-27,360,969,1.26,1022.16,658.67,75.17,395,60.31,0.64,49.68
2023-12-28,361,1943,4.67,9792.48,4625.65,142.28,71,66.34,2.83,53.01
2023-12-29,362,1624,1.86,2577.6,1278.53,110.28,67,88.51,1.06,82.8
2023-12-30,363,1202,2.95,4178.46,2509.62,92.19,457,59.31,4.26,73.81
2023-12-31,364,1673,4.59,9117.94,5379.48,116.81,404,40.2,4.97,22.88
2024-01-01,365,846,1.55,1117.12,685.63,134.38,200,63.54,3.95,78.49
2024-01-02,366,1615,4.14,6327.82,3557.9,89.7,432,72.04,2.98,41.06
2024-01-03,367,862,1.16,1056.7,454.03,76.49,278,69.15,0.8,26.21
2024-01-04,368,1478,4.76,6694.92,3727.28,66.79,100,68.12,0.09,85.13
2024-01-05,369,977,3.52,3863.93,1837.32,67.25,259,55.9,2.19,98.17
2024-01-06,370,1742,1.0,2047.65,1134.49,146.07,191,47.95,0.0,53.3
2024-01-07,371,1414,2.32,3644.56,2079.73,96.95,351,44.83,1.09,72.84
2024-01-08,372,1669,4.88,7620.18,4492.82,63.87,235,36.67,4.84,76.5
2024-01-09,373,1992,2.83,5533.19,2904.42,198.37,354,91.33,2.16,65.1
2024-01-10,374,1627,4.22,7437.99,5165.04,138.7,206,58.28,1.32,80.39
2024-01-11,375,887,2.79,2440.23,1511.0,199.62,262,91.07,2.12,35.3
2024-01-12,376,1475,2.85,3629.97,2241.01,152.85,275,41.96,4.65,75.13
2024-01-13,377,842,0.72,521.19,231.74,168.64,358,82.69,4.55,32.72
2024-01-14,378,1889,2.28,3526.41,1509.88,161.17,69,57.41,4.0,64.97
2024-01-15,379,1820,4.75,9219.68,6411.49,105.54,292,32.96,2.54,20.97
2024-01-16,380,1737,4.71,8438.81,3806.79,192.71,101,59.77,2.0,18.52
2024-01-17,381,1557,4.07,6956.15,3175.36,116.91,235,78.68,4.91,15.69
2024-01-18,382,1801,4.37,6697.64,4193.22,167.83,246,30.31,3.97,43.21
2024-01-19,383,933,0.64,694.4,286.57,137.41,56,42.07,2.19,38.78
2024-01-20,384,1030,1.21,1356.18,903.09,124.58,262,91.14,4.97,29.93
2024-01-21,385,904,1.38,1100.05,487.49,130.78,233,94.23,2.19,37.92
2024-01-22,386,810,4.96,3825.43,2587.8,124.47,256,33.1,1.71,88.1
2024-01-23,387,1445,3.96,4966.77,3122.24,107.19,397,87.26,3.9,94.69
2024-01-24,388,1717,2.84,5258.13,2772.01,178.94,348,41.21,4.56,28.58
2024-01-25,389,1934,1.03,1986.97,1321.47,170.68,243,30.6,1.34,57.89
2024-01-26,390,1057,2.9,3346.14,1767.22,87.53,120,49.48,2.24,69.0
2024-01-27,391,832,2.18,2097.78,1228.13,95.82,346,61.56,1.28,49.34
2024-01-28,392,1912,3.05,5021.75,2568.66,192.79,377,55.44,4.67,22.45
2024-01-29,393,811,2.25,2147.47,1388.45,135.76,50,76.74,0.3,49.35
2024-01-30,394,1986,3.4,7562.64,4941.81,126.34,345,42.77,1.3,49.15
2024-01-31,395,1848,4.87,7256.12,4466.51,72.23,209,35.25,5.0,39.49
2024-02-01,396,1124,2.12,2726.46,1116.73,125.77,85,48.64,0.0,79.11
2024-02-02,397,1156,4.9,6359.57,3338.89,199.98,217,31.49,0.77,93.56
2024-02-03,398,1721,4.85,9311.51,5359.1,111.92,197,47.16,0.66,31.83
2024-02-04,399,1473,1.31,1715.54,1076.46,153.04,67,94.3,4.85,61.26
2024-02-05,400,1919,4.62,10306.18,6284.5,119.54,432,51.62,4.16,53.72
2024-02-06,401,1935,2.79,5892.81,3344.7,130.37,79,78.69,3.01,61.42
2024-02-07,402,1092,0.79,716.68,323.14,93.21,70,30.8,3.41,45.77
2024-02-08,403,1173,3.53,4011.71,2542.57,82.5,131,82.71,3.66,48.71
2024-02-09,404,1498,1.25,2161.35,1101.81,72.06,119,37.35,1.92,41.23
2024-02-10,405,1619,3.18,4295.93,2189.02,66.52,348,85.27,1.99,20.41
2024-02-11,406,1469,4.07,5266.6,3559.51,52.95,90,44.01,3.03,42.4
2024-02-12,407,1696,1.2,2419.78,1462.86,129.7,385,48.47,3.83,25.41
2024-02-13,408,1355,0.68,1050.92,686.21,97.83,196,93.08,4.6,24.02
2024-02-14,409,834,3.14,2140.94,1150.34,83.12,278,51.89,3.26,44.47
2024-02-15,410,1061,2.41,2166.48,977.5,136.1,452,48.76,3.7,56.97
2024-02-16,411,1160,3.72,4591.2,2495.31,126.62,214,88.99,1.61,57.3
2024-02-17,412,1365,2.24,2560.25,1513.45,150.47,121,60.2,0.38,39.56
2024-02-18,413,1366,4.3,7004.52,3232.58,52.8,274,54.69,3.79,89.76
2024-02-19,414,1502,2.82,4513.19,2094.24,169.38,245,70.92,2.82,33.5
2024-02-20,415,1806,1.88,3871.49,2054.39,174.75,179,61.99,2.68,54.24
2024-02-21,416,1845,1.33,2388.51,1207.26,149.1,138,73.17,3.01,36.53
2024-02-22,417,843,0.82,748.31,516.0,65.69,323,61.19,4.6,31.77
2024-02-23,418,1289,1.2,1420.06,901.28,113.2,106,73.65,2.04,11.27
2024-02-24,419,834,1.06,854.58,417.46,80.16,81,54.72,2.56,58.8
2024-02-25,420,1266,4.89,5993.95,3455.71,144.73,355,38.16,3.2,57.68
2024-02-26,421,1758,3.87,6797.29,3304.49,79.69,364,46.55,2.8,21.37
2024-02-27,422,1353,4.13,5665.76,3036.52,181.29,103,89.52,3.87,28.33
2024-02-28,423,1815,2.79,5062.39,3293.65,95.71,386,89.76,4.63,39.81
2024-02-29,424,1004,4.1,3522.4,2328.32,77.38,231,42.84,0.49,42.79
2024-03-01,425,1691,2.48,4831.84,2706.77,72.34,319,71.63,0.08,88.75
2024-03-02,426,1870,2.88,5473.77,2754.66,132.3,211,91.2,0.66,23.16
2024-03-03,427,1210,2.5,2643.79,1486.58,88.69,178,60.78,1.14,75.87
2024-03-04,428,1142,4.93,5427.43,3250.79,154.06,293,76.8,1.71,62.85
2024-03-05,429,1927,1.06,1904.5,1315.04,176.45,347,79.58,4.57,19.94
2024-03-06,430,1456,1.42,1857.62,874.56,56.38,466,51.37,4.49,68.32
2024-03-07,431,1801,4.97,8523.28,5105.93,148.41,225,68.71,0.71,21.69
2024-03-08,432,1746,0.95,1563.59,679.85,141.1,169,78.24,3.67,38.05
2024-03-09,433,1330,2.82,4439.46,3089.88,194.2,235,90.77,1.44,30.41
2024-03-10,434,1783,3.93,7025.96,3458.25,118.03,321,40.31,3.91,78.0
2024-03-11,435,1333,2.24,3376.77,1649.35,106.33,454,74.54,0.56,10.1
2024-03-12,436,1204,3.8,3919.19,1687.25,132.54,257,43.91,1.15,20.28
2024-03-13,437,1627,3.03,4260.53,2825.12,147.68,289,72.42,3.07,61.96
2024-03-14,438,1803,0.83,1520.63,931.26,134.36,476,37.71,4.03,14.18
2024-03-15,439,1754,3.71,5502.04,2407.95,101.12,391,52.64,3.59,96.62
2024-03-16,440,1675,2.11,4026.11,2554.76,146.78,455,84.63,1.66,87.79
2024-03-17,441,1871,4.08,9141.71,5553.21,126.57,115,74.8,3.0,46.65
2024-03-18,442,1236,0.98,1414.56,835.88,91.87,250,91.96,2.27,86.32
2024-03-19,443,1395,1.01,1597.75,945.4,59.68,51,44.33,4.33,42.25
2024-03-20,444,1523,3.97,6752.79,4562.64,73.66,305,56.95,2.61,11.09
2024-03-21,445,1385,2.44,2834.33,1770.67,95.24,192,72.09,4.81,24.88
2024-03-22,446,1263,1.31,1775.35,1055.64,190.66,423,72.63,2.19,28.14
2024-03-23,447,890,3.76,3515.27,2069.22,70.59,78,79.73,2.25,39.46
2024-03-24,448,907,1.91,1610.22,919.99,166.38,331,62.1,2.9,60.07
2024-03-25,449,1652,2.16,3420.72,1583.58,53.14,53,47.75,0.68,65.14
2024-03-26,450,1971,4.53,9117.48,3991.35,185.61,367,48.35,1.12,73.06
2024-03-27,451,1812,2.22,3715.23,2308.35,108.88,428,75.3,4.52,70.49
2024-03-28,452,1833,1.46,2268.24,1476.2,109.53,183,72.43,1.94,88.29
2024-03-29,453,853,4.68,3634.49,1555.94,65.25,411,81.22,2.32,41.77
2024-03-30,454,1760,3.71,6494.56,4155.21,132.85,180,31.69,0.23,69.67
2024-03-31,455,1211,0.75,756.12,417.94,149.67,345,70.58,0.23,90.96
2024-04-01,456,1820,3.6,7790.2,3917.2,73.85,359,58.16,0.52,96.45
2024-04-02,457,1827,2.41,4278.23,2532.45,111.88,202,72.77,4.7,39.88
2024-04-03,458,1786,2.48,3929.83,2264.1,172.66,339,30.2,3.49,98.37
2024-04-04,459,1801,0.81,1718.06,874.34,140.24,74,60.24,3.81,84.52
2024-04-05,460,811,2.87,2756.86,1533.95,119.93,343,94.35,4.21,86.87
2024-04-06,461,1026,0.6,584.43,364.42,64.18,192,75.94,1.81,28.67
2024-04-07,462,1013,1.03,1192.99,607.54,114.29,405,43.65,2.76,62.96
2024-04-08,463,1891,2.7,4867.97,2540.68,75.5,155,53.73,2.07,32.63
2024-04-09,464,834,0.75,502.82,345.69,99.79,146,59.51,2.59,34.71
2024-04-10,465,1119,4.84,4665.21,2077.56,197.49,372,90.43,0.65,88.8
2024-04-11,466,1996,4.25,9694.96,4370.68,152.69,108,32.19,3.69,92.78
2024-04-12,467,892,2.82,2318.89,929.02,103.77,83,67.48,3.17,85.65
2024-04-13,468,1290,1.0,1052.1,629.92,155.17,482,48.2,1.54,10.55
2024-04-14,469,1017,2.23,2459.53,1453.79,87.08,80,65.56,1.24,26.15
2024-04-15,470,1382,2.79,3435.53,1852.58,71.49,451,31.25,4.33,29.32
2024-04-16,471,1934,3.46,7130.65,3059.17,154.37,62,59.57,2.75,51.92
2024-04-17,472,963,3.22,3528.34,1553.46,192.66,323,68.39,0.12,99.27
2024-04-18,473,1907,1.15,2481.27,1177.69,87.37,279,63.35,1.58,41.0
2024-04-19,474,999,2.65,2152.2,1258.19,97.99,167,64.71,0.53,19.94
2024-04-20,475,1491,3.33,4292.72,1871.18,101.87,460,47.33,3.47,24.57
2024-04-21,476,1579,4.98,8998.5,4775.85,110.05,138,80.21,3.2,81.38
2024-04-22,477,1035,1.95,2006.36,972.48,53.75,460,38.9,2.6,68.63
2024-04-23,478,1321,3.06,4536.76,2100.05,176.44,496,36.62,1.21,58.79
2024-04-24,479,1706,4.68,8508.8,4830.66,129.31,359,56.24,1.65,78.95
2024-04-25,480,1509,2.24,3017.7,1950.38,147.35,415,56.01,4.05,90.8
2024-04-26,481,1962,2.52,4261.09,2313.8,62.58,389,86.99,2.72,90.75
2024-04-27,482,1428,1.09,1769.99,1178.95,153.2,306,45.1,0.1,52.99
2024-04-28,483,1750,0.75,1224.99,528.13,192.43,345,81.83,3.53,59.34
2024-04-29,484,1106,0.95,938.84,625.32,86.7,456,54.41,0.65,16.81
2024-04-30,485,1832,0.66,1221.02,584.23,59.3,94,85.72,3.93,13.31
2024-05-01,486,932,4.25,4135.4,2157.4,194.37,184,33.84,0.45,78.72
2024-05-02,487,861,4.25,2973.27,1342.23,88.41,429,58.15,1.33,46.63
2024-05-03,488,1446,2.26,3671.99,1616.48,70.43,467,63.66,1.4,90.68
2024-05-04,489,1341,1.85,2286.43,1435.79,104.4,310,59.7,3.83,80.36
2024-05-05,490,1445,4.25,5980.08,4002.25,90.69,406,51.67,2.9,46.82
2024-05-06,491,1627,4.82,8614.74,5683.12,191.98,148,66.35,4.05,82.81
2024-05-07,492,1036,4.61,4004.82,2389.97,112.59,491,51.02,0.54,11.5
2024-05-08,493,1733,3.51,5861.0,3279.99,153.11,83,70.68,0.28,39.04
2024-05-09,494,1886,1.85,3537.08,2259.77,175.51,120,31.84,0.84,11.56
2024-05-10,495,1830,2.05,4166.84,2428.95,77.29,374,58.15,0.78,92.23
2024-05-11,496,802,4.72,3249.42,2060.02,110.27,469,64.08,0.35,36.07
2024-05-12,497,1791,3.42,6509.09,2609.49,194.88,70,74.66,2.48,92.97
2024-05-13,498,1327,3.75,4099.45,2054.33,62.62,268,67.84,1.45,91.04
2024-05-14,499,1037,4.4,4472.97,2952.57,124.61,480,50.94,2.65,20.38
2024-05-15,500,881,2.08,1871.58,1306.0,133.62,255,82.1,4.48,26.19
2024-05-16,501,1514,0.54,862.34,556.67,50.56,159,47.02,2.39,82.84
2024-05-17,502,1026,0.97,844.98,412.28,180.59,56,59.26,1.88,94.38
2024-05-18,503,1753,4.5,7683.56,3290.9,61.66,332,88.87,0.4,70.43
2024-05-19,504,1854,0.88,1361.8,546.6,78.3,276,42.7,4.74,44.62
2024-05-20,505,1064,1.04,1020.73,576.34,165.97,481,62.94,3.88,90.02
2024-05-21,506,1229,2.98,3630.53,2107.75,82.91,446,68.74,4.02,22.71
2024-05-22,507,1865,1.19,2088.66,1429.9,147.43,124,51.12,4.59,63.52
2024-05-23,508,1495,1.96,3481.12,2000.29,195.53,195,46.43,4.09,35.4
2024-05-24,509,1900,3.63,5647.98,3414.61,169.71,213,59.43,1.71,97.42
2024-05-25,510,933,4.29,3631.94,2397.87,158.17,425,37.46,4.12,17.7
2024-05-26,511,838,2.84,2015.02,856.78,164.52,422,33.54,3.56,38.17
2024-05-27,512,1996,1.33,2125.83,1380.84,134.74,293,30.67,2.07,99.77
2024-05-28,513,1868,3.56,7376.87,3991.39,94.99,199,40.96,2.28,90.33
2024-05-29,514,1415,4.85,7537.48,3192.33,188.0,411,30.44,4.32,33.47
2024-05-30,515,1367,0.71,842.09,401.68,95.21,489,81.96,0.21,97.9
2024-05-31,516,1723,4.13,6356.04,4295.56,142.77,210,40.04,2.15,41.08
2024-06-01,517,1720,2.2,3814.84,1604.55,161.67,65,61.09,2.45,66.67
2024-06-02,518,1767,4.35,6958.7,3449.35,76.13,201,30.0,4.46,36.49
2024-06-03,519,1205,4.04,4476.3,2590.0,160.43,280,67.95,1.33,92.42
2024-06-04,520,1222,3.8,5148.28,2973.04,184.39,327,43.96,4.46,67.72
2024-06-05,521,1515,4.19,6425.14,4469.84,69.28,389,83.58,3.56,65.66
2024-06-06,522,1960,2.04,4055.65,2643.95,119.88,214,56.02,1.53,18.13
2024-06-07,523,918,2.87,3141.55,1357.89,53.27,440,64.07,0.03,97.3
2024-06-08,524,1333,3.74,5959.47,3335.65,56.59,136,94.82,4.69,57.19
2024-06-09,525,1766,3.15,4529.55,1864.4,106.36,192,60.8,2.67,18.58
2024-06-10,526,1321,2.1,3020.73,1877.78,146.03,332,69.18,0.57,10.26
2024-06-11,527,1649,1.86,3359.88,2076.47,156.62,300,45.65,0.14,60.41
2024-06-12,528,1432,1.91,2869.37,1779.55,168.97,465,93.47,1.14,74.82
2024-06-13,529,1307,1.62,1953.22,789.76,130.66,266,88.37,2.92,60.19
2024-06-14,530,1828,4.29,7209.24,4202.36,83.29,330,50.26,4.93,40.2
2024-06-15,531,1254,3.88,5225.03,2725.42,180.45,389,61.15,1.95,43.17
2024-06-16,532,1328,0.73,790.2,326.55,87.51,414,42.68,2.67,92.91
2024-06-17,533,1867,3.02,5476.94,3275.99,88.01,264,60.24,2.8,78.17
2024-06-18,534,1778,1.23,2469.48,1429.79,98.52,300,68.82,3.15,59.2
2024-06-19,535,1153,1.6,2023.76,1288.75,184.68,156,75.61,2.27,78.05
2024-06-20,536,1035,4.43,4503.87,2179.96,196.64,302,62.61,4.83,47.15
2024-06-21,537,1233,3.75,5298.63,3065.52,94.87,220,32.13,1.96,40.61
2024-06-22,538,1115,1.29,1521.26,631.1,184.99,100,36.37,0.01,54.96
2024-06-23,539,1991,1.09,2332.58,984.06,54.83,305,38.74,4.63,32.49
2024-06-24,540,1967,3.96,8285.03,4568.1,159.36,438,86.61,3.31,91.5
2024-06-25,541,1045,1.23,1255.81,638.97,89.57,292,80.76,4.17,42.85
2024-06-26,542,915,4.9,5168.11,3122.0,120.59,111,65.16,3.25,90.37
2024-06-27,543,1386,3.22,5205.75,2562.15,57.37,211,64.76,2.35,38.38
2024-06-28,544,1382,2.48,3201.84,2197.82,51.35,427,50.03,4.5,43.75
2024-06-29,545,1362,3.75,5235.88,3169.89,139.29,107,32.18,2.62,65.03
2024-06-30,546,1895,4.85,10175.8,6855.6,75.7,56,63.66,2.58,39.6
2024-07-01,547,819,3.17,2549.8,1606.44,150.86,303,67.82,2.38,37.25
2024-07-02,548,1686,4.52,7974.67,4317.17,181.4,314,56.19,4.66,89.23
2024-07-03,549,1899,3.06,5853.44,3273.19,194.44,246,83.73,2.14,86.03
2024-07-04,550,861,2.12,1696.03,858.15,161.98,155,61.13,4.06,29.79
2024-07-05,551,1217,3.25,3577.46,2193.09,68.79,351,61.65,2.91,91.78
2024-07-06,552,1376,2.26,3613.61,1601.56,57.66,77,67.95,2.0,57.37
2024-07-07,553,1985,4.39,9793.66,6311.35,69.64,123,75.93,2.8,61.85
2024-07-08,554,825,4.44,3627.28,1793.24,142.41,472,78.33,4.02,86.63
2024-07-09,555,1701,1.94,3176.56,1407.99,110.43,484,38.07,4.01,19.08
2024-07-10,556,1803,2.54,4096.48,1684.8,95.98,122,94.41,1.81,68.11
2024-07-11,557,1943,4.74,8217.65,5580.01,79.51,123,70.71,1.68,44.59
2024-07-12,558,1705,0.88,1370.28,630.61,193.24,333,64.84,2.13,32.21
2024-07-13,559,1849,1.66,3062.39,2003.2,80.58,407,65.44,1.0,98.83
2024-07-14,560,1545,1.54,2236.77,1440.14,185.05,277,57.38,4.28,95.63
2024-07-15,561,1259,1.51,2001.49,1389.79,83.07,195,85.07,1.85,47.77
2024-07-16,562,819,2.6,2432.38,1585.35,76.55,323,49.63,3.05,81.3
2024-07-17,563,1476,1.97,3366.35,2348.68,170.06,492,91.55,1.16,48.51
2024-07-18,564,1083,1.9,2416.18,1220.93,71.33,401,38.91,2.17,42.96
2024-07-19,565,1198,4.48,5801.22,3694.98,99.96,149,73.45,4.1,78.89
2024-07-20,566,1815,3.33,6422.47,4327.85,171.69,440,46.0,0.15,46.09
2024-07-21,567,1814,2.79,4974.39,3175.47,53.46,447,43.99,1.67,70.51
2024-07-22,568,1057,2.04,1875.62,951.43,175.49,296,80.87,3.55,22.05
2024-07-23,569,1806,1.27,2411.25,1044.79,55.6,263,43.19,1.48,33.39
2024-07-24,570,1265,4.37,6290.48,3238.58,176.21,188,75.1,3.43,90.0
2024-07-25,571,1816,4.88,8897.03,4497.02,102.56,62,58.11,2.17,11.86
2024-07-26,572,1613,4.99,7041.81,2837.64,58.66,271,72.02,0.52,86.92
2024-07-27,573,1615,4.6,7589.09,3647.99,63.48,373,31.7,4.84,43.17
2024-07-28,574,1218,3.3,3295.1,1733.78,185.62,484,68.88,0.16,60.11
2024-07-29,575,1577,3.43,6230.18,3723.77,190.78,216,94.43,4.22,83.93
2024-07-30,576,895,3.5,2576.24,1775.07,124.93,61,67.42,4.9,98.57
2024-07-31,577,1234,2.27,2933.97,1410.58,139.0,336,43.05,2.31,32.14
2024-08-01,578,864,3.64,3531.26,2120.19,190.65,221,47.84,1.56,46.32
2024-08-02,579,1213,3.92,5415.72,2674.93,144.13,165,54.68,3.55,20.82
2024-08-03,580,1639,4.25,7759.61,4532.95,87.16,281,60.67,1.54,73.52
2024-08-04,581,1745,1.72,2655.38,1162.66,127.46,316,41.97,4.65,45.25
2024-08-05,582,1521,4.32,7111.07,3628.06,121.84,58,32.01,3.34,85.29
2024-08-06,583,1435,2.94,3861.78,1838.28,135.71,73,67.52,0.22,78.18
2024-08-07,584,1560,3.58,4569.96,2583.32,53.19,182,50.94,2.89,64.63
2024-08-08,585,1319,1.72,2237.64,1199.76,121.91,461,85.61,0.11,97.26
2024-08-09,586,1052,0.84,990.04,614.83,55.15,331,76.3,0.75,56.0
2024-08-10,587,901,2.26,2197.32,1028.18,174.6,230,87.65,4.23,27.39
2024-08-11,588,1385,1.18,1775.74,864.48,159.07,227,37.61,2.92,16.38
2024-08-12,589,834,4.64,3461.03,2092.81,52.37,361,84.12,2.99,27.0
2024-08-13,590,1990,0.69,1358.26,624.5,93.55,190,39.87,0.23,36.7
2024-08-14,591,1879,2.14,3588.84,1584.91,117.64,466,61.78,0.95,94.8
2024-08-15,592,1568,0.62,788.67,333.36,190.01,87,91.15,2.3,95.87
2024-08-16,593,1545,3.37,4212.35,2711.73,133.4,339,81.34,3.65,78.57
2024-08-17,594,1308,2.32,3628.15,1780.46,71.3,211,33.18,1.19,30.81
2024-08-18,595,1746,1.68,2639.29,1214.6,76.17,240,34.32,0.73,14.27
2024-08-19,596,1418,2.37,3455.52,1470.87,168.74,210,84.11,3.9,18.75
2024-08-20,597,1006,0.51,508.54,288.32,138.78,89,85.24,2.89,67.09
2024-08-21,598,1657,4.35,8114.91,4945.2,90.22,172,80.12,0.64,49.48
2024-08-22,599,1301,4.82,6547.86,4411.57,94.84,99,80.05,2.55,51.13
2024-08-23,600,1201,3.8,4744.37,3244.86,80.99,127,71.24,2.0,89.37
2024-08-24,601,1811,2.45,3764.33,1993.03,116.64,471,74.06,3.86,45.16
2024-08-25,602,1845,1.77,3537.47,2252.82,79.66,212,32.17,3.04,66.51
2024-08-26,603,1825,3.82,7887.69,3863.47,54.72,322,52.0,0.49,17.86
2024-08-27,604,1994,0.62,1245.64,819.13,68.87,475,37.29,2.59,98.84
2024-08-28,605,1974,2.52,4731.32,2918.84,108.68,50,89.66,3.91,24.51
2024-08-29,606,917,4.33,3260.36,2129.8,79.51,241,80.77,0.9,99.14
2024-08-30,607,1383,3.02,4013.72,1741.62,68.19,84,92.42,4.85,82.39
2024-08-31,608,1707,2.43,4005.18,2503.64,57.1,452,37.9,1.35,43.36
2024-09-01,609,1405,4.7,6059.42,3030.31,191.67,317,53.69,2.23,58.23
2024-09-02,610,1080,3.85,3386.4,1743.06,151.04,366,87.36,0.06,90.28
2024-09-03,611,1880,0.96,1667.76,675.75,161.99,349,82.99,3.52,42.32
2024-09-04,612,1924,2.9,6408.75,3957.0,186.48,87,30.83,4.54,78.13
2024-09-05,613,1441,0.59,782.67,329.55,168.08,497,70.86,0.27,63.44
2024-09-06,614,1216,4.72,6592.72,2794.25,84.61,220,89.98,4.93,23.99
2024-09-07,615,1211,2.38,2520.48,1681.95,161.38,496,89.62,2.94,91.6
2024-09-08,616,1685,0.84,1141.14,641.32,168.19,66,81.96,3.85,18.58
2024-09-09,617,1936,1.64,3518.35,1465.05,160.84,429,45.28,1.65,55.32
2024-09-10,618,1676,4.39,8023.62,4273.55,145.3,311,44.11,1.5,69.52
2024-09-11,619,982,0.55,470.94,323.38,157.03,170,50.31,1.28,32.91
2024-09-12,620,895,3.46,3564.92,1778.39,147.71,484,57.84,0.73,85.01
2024-09-13,621,1424,3.17,3899.94,2048.66,81.3,293,36.02,0.75,24.56
2024-09-14,622,1976,1.94,4002.06,1695.38,67.75,356,73.0,4.48,31.77
2024-09-15,623,1725,1.73,2695.07,1793.75,163.13,431,52.86,1.89,82.17
2024-09-16,624,1147,1.92,2151.44,900.56,80.98,214,51.18,3.35,30.35
2024-09-17,625,1057,4.26,4942.17,2224.54,67.88,357,88.52,1.57,99.52
2024-09-18,626,1335,4.97,7562.95,3429.21,195.46,303,32.22,0.07,88.41
2024-09-19,627,1230,4.98,5030.64,3296.72,121.12,87,74.96,4.49,49.57
2024-09-20,628,1356,3.76,5970.24,4054.72,90.41,180,49.53,3.85,77.4
2024-09-21,629,986,2.23,2592.9,1331.36,57.27,218,80.24,2.84,33.29
2024-09-22,630,1375,4.54,5704.71,3311.69,93.33,215,88.87,2.66,79.67
2024-09-23,631,1862,4.12,6829.3,3640.76,110.93,435,33.36,0.52,56.2
2024-09-24,632,1048,4.53,5531.89,3122.87,69.77,123,68.26,0.75,43.75
2024-09-25,633,1990,3.27,6958.65,3273.28,96.86,201,38.18,4.4,55.29
2024-09-26,634,865,1.73,1785.19,1162.53,80.45,286,39.74,3.11,12.44
2024-09-27,635,1784,1.16,2017.66,1217.93,56.07,306,88.84,1.88,15.64
2024-09-28,636,1562,4.85,7329.37,3742.5,130.48,217,73.07,0.75,26.9
